,Category,top10,top10_scores
183,power aware computing,andrzej manitius,0.145972498
183,power aware computing,jim chen,0.14302792
183,power aware computing,kenneth ball,0.142365658
183,power aware computing,rajesh ganesan,0.132998418
183,power aware computing,jonathan l auerbach,0.131645115
183,power aware computing,lucas henneman,0.131110878
183,power aware computing,alexander levis,0.130418172
183,power aware computing,jeffrey moran,0.129463905
183,power aware computing,shahnaz kamberi,0.129195829
184,parallel distributed systems,jim chen,0.161239276
184,parallel distributed systems,cameron nowzari,0.154795926
184,parallel distributed systems,sanjeev setia,0.152980289
184,parallel distributed systems,janis terpenny,0.139984523
184,parallel distributed systems,edward huang,0.138603386
184,parallel distributed systems,xuan wang,0.137647193
184,parallel distributed systems,george hazelrigg,0.137136095
184,parallel distributed systems,ariela sofer,0.136820063
184,parallel distributed systems,daniel menasce,0.136799337
184,parallel distributed systems,john shortle,0.134739308
185,fault tolerance,jan allbeck,0.104318889
185,fault tolerance,olcay ciftci,0.084084842
185,fault tolerance,mingkui wei,0.073230866
185,fault tolerance,tolga soyata,0.072806757
185,fault tolerance,elise miller hooks,0.068146049
185,fault tolerance,vadim sokolov,0.067731228
185,fault tolerance,daniel barbara,0.067125324
185,fault tolerance,mahdi hashemi,0.066395723
185,fault tolerance,sanmay das,0.064843834
185,fault tolerance,shuochao yao,0.064228879
186,cyber physical systems,janis terpenny,0.148446965
186,cyber physical systems,jim chen,0.145202898
186,cyber physical systems,amarda shehu,0.140803469
186,cyber physical systems,ali beheshti,0.132264768
186,cyber physical systems,burak tanyu,0.128575157
186,cyber physical systems,hadi el amine,0.125179737
186,cyber physical systems,george hazelrigg,0.123627988
186,cyber physical systems,william rosenberger,0.118372745
186,cyber physical systems,aditya johri,0.116825564
186,cyber physical systems,edward huang,0.115553276
187,real time embedded systems,jessica lin,0.316751979
187,real time embedded systems,syed abbas zaidi,0.242464652
187,real time embedded systems,elise miller hooks,0.239036339
187,real time embedded systems,rajesh ganesan,0.230738186
187,real time embedded systems,alexander levis,0.221540566
187,real time embedded systems,jim chen,0.216565213
187,real time embedded systems,cameron nowzari,0.21323139
187,real time embedded systems,daniel barbara,0.210668572
187,real time embedded systems,yotam gingold,0.204708271
187,real time embedded systems,mohan venigalla,0.199784163
188,computer systems,janis terpenny,0.174905398
188,computer systems,jim chen,0.14875677
188,computer systems,ray hong,0.143883434
188,computer systems,amarda shehu,0.136334477
188,computer systems,thomas latoza,0.124961444
188,computer systems,hadi el amine,0.123868547
188,computer systems,george hazelrigg,0.121357263
188,computer systems,ali k raz,0.119695922
188,computer systems,giuseppe ateniese,0.119532337
188,computer systems,edward huang,0.119015035
189,internet of things,bijan jabbari,0.332099539
189,internet of things,vijay shah,0.282362013
189,internet of things,sherif hashem,0.273661155
189,internet of things,moinul hossain,0.26527859
189,internet of things,brian mark,0.260372439
189,internet of things,parth pathak,0.255647728
189,internet of things,sanjeev setia,0.231528287
189,internet of things,cameron nowzari,0.219206665
189,internet of things,jianli pan,0.216147253
189,internet of things,kai zeng,0.212218692
190,sustainable computing,shahnaz kamberi,0.214156787
190,sustainable computing,andrzej manitius,0.186436126
190,sustainable computing,shvetha soundararajan,0.185423795
190,sustainable computing,ariela sofer,0.178541696
190,sustainable computing,craig lorie,0.171030093
190,sustainable computing,george hazelrigg,0.164063826
190,sustainable computing,laura kosoglu,0.161311306
190,sustainable computing,hamza mughal,0.161015297
190,sustainable computing,aditya johri,0.158218115
190,sustainable computing,john otten,0.155264751
191,statistics,jonathan l auerbach,0.302904745
191,statistics,tianshu feng,0.235290937
191,statistics,daniel barbara,0.232728891
191,statistics,carlotta domeniconi,0.224004368
191,statistics,nicholas rios,0.214606023
191,statistics,mohan venigalla,0.213506712
191,statistics,evgenios kornaropoulos,0.204073092
191,statistics,pramita bagchi,0.200726248
191,statistics,vadim sokolov,0.199535691
191,statistics,tolga soyata,0.19907533
192,spatio temporal data,jessica lin,0.189244971
192,spatio temporal data,syed abbas zaidi,0.162084047
192,spatio temporal data,myeong lee,0.144984669
192,spatio temporal data,leonard adelman,0.139318789
192,spatio temporal data,hadi el amine,0.130052354
192,spatio temporal data,mohan venigalla,0.122572597
192,spatio temporal data,rajesh ganesan,0.116446194
192,spatio temporal data,elise miller hooks,0.115032239
192,spatio temporal data,jan allbeck,0.113218406
192,spatio temporal data,arthur art pyster,0.112316233
194,security,tokunbo fadahunsi,0.136866669
194,security,mohamed gebril,0.131764746
194,security,md tanvir arafin,0.106715549
194,security,paul ammann,0.101811379
194,security,foteini baldimtsi,0.096215027
194,security,qiliang li,0.094590757
194,security,ran ji,0.091966131
194,security,massimiliano albanese,0.085348199
194,security,dimitrios ioannou,0.082638935
194,security,kun sun,0.082353032
195,nanoindentation scratch,ali beheshti,0.203690189
195,nanoindentation scratch,robert handler,0.133317466
195,nanoindentation scratch,jinwei ye,0.116643284
195,nanoindentation scratch,jeffrey moran,0.111183954
195,nanoindentation scratch,yotam gingold,0.104931836
195,nanoindentation scratch,mehdi amiri darehbidi,0.0942168
195,nanoindentation scratch,viviana maggioni,0.092637524
195,nanoindentation scratch,rao v mulpuri,0.091327353
195,nanoindentation scratch,gene shuman,0.082230614
195,nanoindentation scratch,qiliang li,0.079456605
196,surface engineering,jeffrey moran,0.195091748
196,surface engineering,robert handler,0.188330621
196,surface engineering,yotam gingold,0.178379095
196,surface engineering,jinwei ye,0.161240857
196,surface engineering,ali beheshti,0.153988492
196,surface engineering,janis terpenny,0.150855767
196,surface engineering,qiliang li,0.146703385
196,surface engineering,gheorghe tecuci,0.140157392
196,surface engineering,lance sherry,0.139596813
196,surface engineering,viviana maggioni,0.138500263
197,tribology,hans hoyer,0.211999576
197,tribology,nathan kathir,0.173762012
197,tribology,craig lorie,0.163282989
197,tribology,riki morikawa,0.161269968
197,tribology,arthur art pyster,0.139771312
197,tribology,deborah goodings,0.138493934
197,tribology,leigh mccue weil,0.137340321
197,tribology,rochelle jones,0.126137168
197,tribology,peter pachowicz,0.123493096
197,tribology,laura kosoglu,0.123203545
198,high temperature materials,jim chen,0.213011789
198,high temperature materials,daniel barbara,0.189001982
198,high temperature materials,parth pathak,0.177517371
198,high temperature materials,mohan venigalla,0.172477617
198,high temperature materials,parag chitnis,0.172428033
198,high temperature materials,vadim sokolov,0.164626725
198,high temperature materials,duminda wijesekera,0.164403345
198,high temperature materials,vasiliki ikonomidou,0.163220522
198,high temperature materials,siddhartha sikdar,0.163017159
198,high temperature materials,aditya johri,0.159507103
199,evolutionary algorithms,syed abbas zaidi,0.102428113
199,evolutionary algorithms,thanhvu nguyen,0.074613298
199,evolutionary algorithms,paul ammann,0.070824742
199,evolutionary algorithms,daniel barbara,0.069759509
199,evolutionary algorithms,gheorghe tecuci,0.065236249
199,evolutionary algorithms,mihai boicu,0.059177466
199,evolutionary algorithms,carlotta domeniconi,0.056178825
199,evolutionary algorithms,wing lam,0.055555556
199,evolutionary algorithms,alexander levis,0.051695996
199,evolutionary algorithms,kim blackwell,0.051668835
200,computational biology bioinformatics,shahnaz kamberi,0.182710493
200,computational biology bioinformatics,hamza mughal,0.157313301
200,computational biology bioinformatics,john otten,0.134839972
200,computational biology bioinformatics,mehdi amiri darehbidi,0.131622597
200,computational biology bioinformatics,yutao zhong,0.119416287
200,computational biology bioinformatics,jiayang sun,0.110096377
200,computational biology bioinformatics,tamara maddox,0.104186452
200,computational biology bioinformatics,rajesh ganesan,0.102447262
200,computational biology bioinformatics,binqian yin,0.102418311
200,computational biology bioinformatics,shvetha soundararajan,0.099638335
201,signaling pathways,yariv ephraim,0.138262231
201,signaling pathways,vasiliki ikonomidou,0.106179272
201,signaling pathways,kim blackwell,0.09891614
201,signaling pathways,parth pathak,0.093387657
201,signaling pathways,yue wang,0.092576668
201,signaling pathways,monson hayes,0.090876113
201,signaling pathways,linghan zhang,0.083459438
201,signaling pathways,xiaonan guo,0.072941001
201,signaling pathways,sharmin sultana,0.071975377
201,signaling pathways,parag chitnis,0.069998019
202,basal ganglia,giorgio ascoli,0.186203897
202,basal ganglia,dana richards,0.113447755
202,basal ganglia,amarda shehu,0.112534215
202,basal ganglia,wanli qiao,0.111673189
202,basal ganglia,xiang chen,0.111261815
202,basal ganglia,ahmed bin zaman,0.109828514
202,basal ganglia,jim chen,0.108850914
202,basal ganglia,holger dannenberg,0.108532876
202,basal ganglia,kim blackwell,0.108499687
202,basal ganglia,christopher a carr,0.106202841
203,computational neuroscience,john otten,0.328687868
203,computational neuroscience,yutao zhong,0.264628062
203,computational neuroscience,ali k raz,0.260384379
203,computational neuroscience,hamza mughal,0.239045722
203,computational neuroscience,jiayang sun,0.217700786
203,computational neuroscience,matthew amissah,0.210558722
203,computational neuroscience,shahnaz kamberi,0.208974893
203,computational neuroscience,craig lorie,0.203660057
203,computational neuroscience,daniel menasce,0.202681973
203,computational neuroscience,joy hughes,0.201282064
204,expert systems,gheorghe tecuci,0.199192186
204,expert systems,janis terpenny,0.187042525
204,expert systems,mihai boicu,0.164147209
204,expert systems,jim chen,0.157968041
204,expert systems,thomas latoza,0.15734087
204,expert systems,aditya johri,0.147470806
204,expert systems,amarda shehu,0.138989239
204,expert systems,ray hong,0.136769226
204,expert systems,hadi el amine,0.130933848
204,expert systems,jan allbeck,0.127526934
205,human centered design,janis terpenny,0.174299581
205,human centered design,thomas latoza,0.131359528
205,human centered design,george hazelrigg,0.126552126
205,human centered design,ray hong,0.119826961
